Date,Price,Open,High,Low,Change
6/1/2009,6.8183,6.8183,6.8183,6.8183,0.00%
6/2/2009,6.8198,6.8183,6.8198,6.8183,0.02%
6/3/2009,6.8183,6.8198,6.8198,6.8183,-0.02%
6/4/2009,6.8234,6.8183,6.8236,6.8183,0.07%
6/5/2009,6.8225,6.8234,6.8236,6.8225,-0.01%
6/8/2009,6.8257,6.8225,6.8257,6.8225,0.05%
6/9/2009,6.8259,6.8257,6.8259,6.8257,0.00%
6/10/2009,6.8231,6.8259,6.8259,6.8231,-0.04%
6/11/2009,6.8275,6.8231,6.8275,6.8231,0.06%
6/12/2009,6.8234,6.8275,6.8275,6.8234,-0.06%
6/15/2009,6.8276,6.8234,6.8276,6.8234,0.06%
6/16/2009,6.824,6.8276,6.8276,6.824,-0.05%
6/17/2009,6.8289,6.824,6.8289,6.824,0.07%
6/18/2009,6.8251,6.8289,6.8289,6.8235,-0.06%
6/19/2009,6.8266,6.8251,6.8266,6.8251,0.02%
6/22/2009,6.825,6.8266,6.8266,6.825,-0.02%
6/23/2009,6.8275,6.825,6.8275,6.825,0.04%
6/24/2009,6.8235,6.8275,6.8275,6.8235,-0.06%
6/25/2009,6.8249,6.8235,6.8249,6.8235,0.02%
6/26/2009,6.8242,6.8249,6.8249,6.8242,-0.01%
6/29/2009,6.8248,6.8242,6.8248,6.8242,0.01%
6/30/2009,6.8205,6.8248,6.8248,6.82,-0.06%
7/1/2009,6.8225,6.8205,6.8225,6.8205,0.03%
7/2/2009,6.8225,6.8225,6.8225,6.8225,0.00%
7/3/2009,6.8223,6.8225,6.8225,6.8223,0.00%
7/6/2009,6.8258,6.8223,6.8258,6.8223,0.05%
7/7/2009,6.8235,6.8258,6.8258,6.8235,-0.03%
7/8/2009,6.8237,6.8235,6.8237,6.8235,0.00%
7/9/2009,6.8234,6.8237,6.8237,6.8234,0.00%
7/10/2009,6.8227,6.8234,6.8234,6.8227,-0.01%
7/13/2009,6.8234,6.8227,6.8234,6.8227,0.01%
7/14/2009,6.8229,6.8234,6.8234,6.8229,-0.01%
7/15/2009,6.8225,6.8229,6.8229,6.8225,-0.01%
7/16/2009,6.8215,6.8225,6.8225,6.8215,-0.01%
7/17/2009,6.8213,6.8215,6.8215,6.8213,0.00%
7/20/2009,6.8227,6.8213,6.8227,6.8213,0.02%
7/21/2009,6.8217,6.8227,6.8227,6.8217,-0.01%
7/22/2009,6.8216,6.8217,6.8217,6.8207,0.00%
7/23/2009,6.8217,6.8217,6.8217,6.8217,0.00%
7/24/2009,6.8225,6.8217,6.8225,6.8217,0.01%
7/27/2009,6.8214,6.8225,6.8225,6.8214,-0.02%
7/28/2009,6.8209,6.8214,6.8214,6.8209,-0.01%
7/29/2009,6.8224,6.8209,6.8224,6.8209,0.02%
7/30/2009,6.8226,6.8224,6.8226,6.8224,0.00%
7/31/2009,6.8218,6.8226,6.8226,6.8218,-0.01%
8/3/2009,6.821,6.821,6.821,6.821,-0.01%
8/4/2009,6.8203,6.821,6.821,6.8203,-0.01%
8/5/2009,6.8217,6.8203,6.8217,6.8203,0.02%
8/6/2009,6.8213,6.8217,6.8217,6.8208,-0.01%
8/7/2009,6.8218,6.8213,6.8218,6.8213,0.01%
8/10/2009,6.8247,6.8218,6.8247,6.8218,0.04%
8/11/2009,6.825,6.8247,6.825,6.8247,0.00%
8/12/2009,6.8251,6.825,6.8251,6.825,0.00%
8/13/2009,6.8235,6.8251,6.8251,6.8235,-0.02%
8/14/2009,6.8233,6.8235,6.8235,6.8233,0.00%
8/17/2009,6.8249,6.8234,6.8249,6.8234,0.02%
8/18/2009,6.8245,6.8249,6.8249,6.8245,-0.01%
8/19/2009,6.8264,6.8245,6.8264,6.8233,0.03%
8/20/2009,6.8218,6.8264,6.8264,6.8218,-0.07%
8/21/2009,6.8215,6.8218,6.8221,6.8215,0.00%
8/24/2009,6.8215,6.8215,6.8215,6.8212,0.00%
8/25/2009,6.8217,6.8215,6.8217,6.8215,0.00%
8/26/2009,6.8214,6.8217,6.8218,6.8214,0.00%
8/27/2009,6.8218,6.8214,6.8222,6.8214,0.01%
8/28/2009,6.8211,6.8218,6.8218,6.8211,-0.01%
8/31/2009,6.8212,6.8212,6.8213,6.8212,0.00%
9/1/2009,6.8204,6.8212,6.8212,6.8204,-0.01%
9/2/2009,6.8208,6.8204,6.8213,6.8204,0.01%
9/3/2009,6.8207,6.8208,6.8208,6.8207,0.00%
9/4/2009,6.8205,6.8207,6.8218,6.8205,0.00%
9/7/2009,6.8303,6.8305,6.8305,6.8291,0.14%
9/8/2009,6.8276,6.8303,6.8303,6.8276,-0.04%
9/9/2009,6.8282,6.8276,6.8292,6.8276,0.01%
9/10/2009,6.8294,6.8282,6.8294,6.8282,0.02%
9/11/2009,6.8273,6.8294,6.8294,6.8273,-0.03%
9/14/2009,6.8287,6.8273,6.8287,6.8273,0.02%
9/15/2009,6.829,6.8287,6.829,6.8287,0.00%
9/16/2009,6.8274,6.829,6.829,6.8274,-0.02%
9/17/2009,6.8266,6.8274,6.8274,6.8266,-0.01%
9/18/2009,6.8281,6.8266,6.8281,6.8266,0.02%
9/21/2009,6.8289,6.8281,6.8292,6.8281,0.01%
9/22/2009,6.827,6.8289,6.8289,6.827,-0.03%
9/23/2009,6.8261,6.827,6.827,6.8257,-0.01%
9/24/2009,6.8268,6.8261,6.8276,6.8261,0.01%
9/25/2009,6.8289,6.8268,6.8289,6.8268,0.03%
9/28/2009,6.8282,6.8289,6.8289,6.8282,-0.01%
9/29/2009,6.8276,6.8282,6.8282,6.8276,-0.01%
9/30/2009,6.8264,6.8276,6.8276,6.8264,-0.02%
10/1/2009,6.8265,6.8264,6.8265,6.8264,0.00%
10/2/2009,6.8265,6.8265,6.8265,6.8265,0.00%
10/5/2009,6.8264,6.8265,6.8265,6.8264,0.00%
10/6/2009,6.8264,6.8264,6.8265,6.8264,0.00%
10/7/2009,6.8265,6.8264,6.8265,6.8264,0.00%
10/8/2009,6.8265,6.8265,6.8265,6.8265,0.00%
10/9/2009,6.8254,6.8265,6.8284,6.8254,-0.02%
10/12/2009,6.8251,6.8254,6.8254,6.8251,0.00%
10/13/2009,6.8259,6.8251,6.8259,6.8251,0.01%
10/14/2009,6.8248,6.8259,6.8261,6.8248,-0.02%
10/15/2009,6.8258,6.8248,6.8258,6.8248,0.01%
10/16/2009,6.827,6.8258,6.827,6.8258,0.02%
10/19/2009,6.8266,6.827,6.827,6.8266,-0.01%
10/20/2009,6.8261,6.8266,6.8266,6.8261,-0.01%
10/21/2009,6.8271,6.8261,6.8271,6.8261,0.01%
10/22/2009,6.8273,6.8271,6.8273,6.8271,0.00%
10/23/2009,6.8281,6.8273,6.8281,6.8273,0.01%
10/26/2009,6.8278,6.8281,6.8281,6.8278,0.00%
10/27/2009,6.8301,6.8278,6.8342,6.8278,0.03%
10/28/2009,6.8288,6.8301,6.8301,6.8288,-0.02%
10/29/2009,6.8296,6.8288,6.8296,6.8288,0.01%
10/30/2009,6.8275,6.8296,6.8296,6.8275,-0.03%
11/2/2009,6.8289,6.8275,6.8289,6.8275,0.02%
11/3/2009,6.828,6.8289,6.8289,6.828,-0.01%
11/4/2009,6.8286,6.828,6.8286,6.8278,0.01%
11/5/2009,6.8276,6.8286,6.8286,6.8276,-0.01%
11/6/2009,6.8274,6.8276,6.8276,6.8274,0.00%
11/9/2009,6.8265,6.8274,6.8274,6.8265,-0.01%
11/10/2009,6.8278,6.8265,6.8278,6.8265,0.02%
11/11/2009,6.8264,6.8278,6.8278,6.8264,-0.02%
11/12/2009,6.8266,6.8264,6.8266,6.8264,0.00%
11/13/2009,6.8263,6.8266,6.8266,6.8263,0.00%
11/16/2009,6.8265,6.8263,6.8265,6.8263,0.00%
11/17/2009,6.8278,6.8265,6.8278,6.8265,0.02%
11/18/2009,6.8269,6.8278,6.8278,6.8269,-0.01%
11/19/2009,6.8278,6.8269,6.8278,6.8269,0.01%
11/20/2009,6.8276,6.8278,6.8278,6.8276,0.00%
11/23/2009,6.8317,6.8276,6.8317,6.8276,0.06%
11/24/2009,6.8288,6.8317,6.8317,6.8245,-0.04%
11/25/2009,6.8285,6.8288,6.8288,6.8285,0.00%
11/26/2009,6.8266,6.8285,6.8285,6.8266,-0.03%
11/27/2009,6.8285,6.8266,6.8285,6.8245,0.03%
11/30/2009,6.8272,6.8285,6.8285,6.8272,-0.02%
12/1/2009,6.8284,6.8272,6.8284,6.8272,0.02%
12/2/2009,6.8268,6.8284,6.8284,6.8268,-0.02%
12/3/2009,6.8267,6.8268,6.8268,6.8267,0.00%
12/4/2009,6.8266,6.8267,6.8269,6.8266,0.00%
12/7/2009,6.8288,6.8266,6.8292,6.8266,0.03%
12/8/2009,6.8279,6.8288,6.8288,6.8279,-0.01%
12/9/2009,6.8284,6.8279,6.8284,6.8279,0.01%
12/10/2009,6.8266,6.8284,6.8284,6.8266,-0.03%
12/11/2009,6.8278,6.8266,6.8278,6.8266,0.02%
12/14/2009,6.8293,6.8278,6.8293,6.8278,0.02%
12/15/2009,6.8286,6.8293,6.8293,6.8286,-0.01%
12/16/2009,6.8287,6.8286,6.8287,6.8286,0.00%
12/17/2009,6.8296,6.8287,6.8296,6.8287,0.01%
12/18/2009,6.8285,6.8296,6.8296,6.8285,-0.02%
12/21/2009,6.8284,6.8285,6.8285,6.8284,0.00%
12/22/2009,6.829,6.8284,6.829,6.8284,0.01%
12/23/2009,6.828,6.829,6.829,6.828,-0.01%
12/24/2009,6.828,6.828,6.828,6.828,0.00%
12/25/2009,6.828,6.828,6.828,6.8245,0.00%
12/28/2009,6.8299,6.828,6.8329,6.828,0.03%
12/29/2009,6.8287,6.8299,6.8299,6.8287,-0.02%
12/30/2009,6.8272,6.8287,6.8287,6.8272,-0.02%
12/31/2009,6.8272,6.8272,6.8272,6.8272,0.00%
1/1/2010,6.8245,6.8272,6.8272,6.8245,-0.04%
1/4/2010,6.8269,6.8272,6.8272,6.8269,0.04%
1/5/2010,6.827,6.8269,6.827,6.8269,0.00%
1/6/2010,6.8283,6.827,6.8283,6.827,0.02%
1/7/2010,6.8278,6.8283,6.8283,6.8278,-0.01%
1/8/2010,6.8275,6.8278,6.828,6.8275,0.00%
1/11/2010,6.8265,6.8275,6.8275,6.8265,-0.01%
1/12/2010,6.8266,6.8265,6.8266,6.8265,0.00%
1/13/2010,6.8268,6.8266,6.8268,6.8266,0.00%
1/14/2010,6.827,6.8268,6.828,6.8268,0.00%
1/15/2010,6.827,6.827,6.827,6.827,0.00%
1/18/2010,6.8268,6.827,6.827,6.8245,0.00%
1/19/2010,6.8268,6.8268,6.8268,6.8268,0.00%
1/20/2010,6.8273,6.8268,6.8273,6.8268,0.01%
1/21/2010,6.8277,6.8273,6.8277,6.8273,0.01%
1/22/2010,6.8269,6.8277,6.8277,6.8269,-0.01%
1/25/2010,6.8269,6.827,6.827,6.8245,0.00%
1/26/2010,6.8266,6.8269,6.827,6.8266,0.00%
1/27/2010,6.827,6.8266,6.827,6.8266,0.01%
1/28/2010,6.8269,6.827,6.827,6.8269,0.00%
1/29/2010,6.8269,6.8269,6.8269,6.8269,0.00%
2/1/2010,6.827,6.8269,6.827,6.8269,0.00%
2/2/2010,6.825,6.827,6.8283,6.825,-0.03%
2/3/2010,6.8269,6.825,6.8269,6.825,0.03%
2/4/2010,6.8269,6.8269,6.8269,6.8245,0.00%
2/5/2010,6.8285,6.8269,6.8285,6.8255,0.02%
2/8/2010,6.827,6.8285,6.8285,6.827,-0.02%
2/9/2010,6.8266,6.827,6.827,6.8266,-0.01%
2/10/2010,6.829,6.8266,6.829,6.8266,0.04%
2/11/2010,6.834,6.829,6.834,6.829,0.07%
2/12/2010,6.8335,6.8338,6.8338,6.83,-0.01%
2/15/2010,6.8334,6.8335,6.8335,6.8334,0.00%
2/16/2010,6.8334,6.8334,6.8334,6.8334,0.00%
2/17/2010,6.8334,6.8334,6.8334,6.8334,0.00%
2/18/2010,6.8334,6.8334,6.8334,6.8334,0.00%
2/19/2010,6.8291,6.8334,6.8334,6.8291,-0.06%
2/22/2010,6.8279,6.8291,6.8291,6.8279,-0.02%
2/23/2010,6.8282,6.8279,6.8313,6.8279,0.00%
2/24/2010,6.827,6.8282,6.8282,6.827,-0.02%
2/25/2010,6.8269,6.827,6.8271,6.8269,0.00%
2/26/2010,6.8267,6.8269,6.8269,6.8267,0.00%
3/1/2010,6.8264,6.8267,6.8267,6.8264,0.00%
3/2/2010,6.8275,6.8264,6.8275,6.8264,0.02%
3/3/2010,6.8259,6.8275,6.8275,6.8259,-0.02%
3/4/2010,6.8266,6.8259,6.8266,6.8259,0.01%
3/5/2010,6.8265,6.8266,6.8278,6.8265,0.00%
3/8/2010,6.827,6.8265,6.827,6.827,0.01%
3/9/2010,6.8263,6.8264,6.8278,6.8255,-0.01%
3/10/2010,6.8259,6.8263,6.8264,6.8253,-0.01%
3/11/2010,6.8276,6.8253,6.8283,6.825,0.02%
3/12/2010,6.8256,6.8258,6.827,6.8247,-0.03%
3/15/2010,6.8261,6.8247,6.8267,6.8247,0.01%
3/16/2010,6.826,6.826,6.8269,6.8252,0.00%
3/17/2010,6.826,6.8259,6.8265,6.825,0.00%
3/18/2010,6.8275,6.8245,6.8275,6.8275,0.02%
3/19/2010,6.8266,6.8253,6.8266,6.8253,-0.01%
3/22/2010,6.8266,6.8253,6.8274,6.8253,0.00%
3/23/2010,6.8263,6.8266,6.8267,6.8257,0.00%
3/24/2010,6.8266,6.8257,6.8275,6.8257,0.00%
3/25/2010,6.8274,6.8245,6.8274,6.8274,0.01%
3/26/2010,6.827,6.8271,6.8292,6.8258,-0.01%
3/29/2010,6.8264,6.8263,6.8283,6.8255,-0.01%
3/30/2010,6.8258,6.8257,6.827,6.825,-0.01%
3/31/2010,6.8259,6.8245,6.8259,6.8259,0.00%
4/1/2010,6.8264,6.8252,6.8276,6.8251,0.01%
4/2/2010,6.8256,6.8255,6.8268,6.8249,-0.01%
4/5/2010,6.8256,6.8249,6.8256,6.8249,0.00%
4/6/2010,6.8255,6.8249,6.8268,6.8249,0.00%
4/7/2010,6.8255,6.8256,6.8263,6.8245,0.00%
4/8/2010,6.8241,6.8248,6.8264,6.8231,-0.02%
4/9/2010,6.8234,6.8235,6.826,6.8225,-0.01%
4/12/2010,6.8259,6.8245,6.8259,6.8259,0.04%
4/13/2010,6.8256,6.8257,6.8271,6.8245,0.00%
4/14/2010,6.8258,6.8249,6.8266,6.8245,0.00%
4/15/2010,6.8261,6.8253,6.8263,6.8249,0.00%
4/16/2010,6.8255,6.8253,6.8264,6.8247,-0.01%
4/19/2010,6.826,6.8245,6.826,6.826,0.01%
4/20/2010,6.8254,6.8253,6.8266,6.8248,-0.01%
4/21/2010,6.8276,6.8248,6.8278,6.8248,0.03%
4/22/2010,6.8269,6.8264,6.8269,6.8264,-0.01%
4/23/2010,6.828,6.8269,6.828,6.8269,0.02%
4/26/2010,6.8276,6.828,6.828,6.8276,-0.01%
4/27/2010,6.8266,6.8276,6.8276,6.8266,-0.01%
4/28/2010,6.825,6.8266,6.8266,6.825,-0.02%
4/29/2010,6.8258,6.825,6.8258,6.825,0.01%
4/30/2010,6.826,6.8258,6.826,6.8258,0.00%
5/3/2010,6.825,6.826,6.826,6.825,-0.01%
5/4/2010,6.8263,6.825,6.8263,6.825,0.02%
5/5/2010,6.8271,6.8263,6.8271,6.8263,0.01%
5/6/2010,6.8268,6.8271,6.8271,6.8268,0.00%
5/7/2010,6.8257,6.8268,6.8268,6.8257,-0.02%
5/10/2010,6.8266,6.8257,6.8266,6.8257,0.01%
5/11/2010,6.8277,6.8266,6.8277,6.8266,0.02%
5/12/2010,6.8276,6.8277,6.8277,6.8276,0.00%
5/13/2010,6.8276,6.8276,6.8276,6.8276,0.00%
5/14/2010,6.8266,6.8276,6.8276,6.8266,-0.01%
5/17/2010,6.8277,6.8266,6.8277,6.8266,0.02%
5/18/2010,6.827,6.8277,6.8277,6.827,-0.01%
5/19/2010,6.8275,6.827,6.8275,6.827,0.01%
5/20/2010,6.8279,6.8275,6.8279,6.8275,0.01%
5/21/2010,6.8263,6.8279,6.8284,6.8263,-0.02%
5/24/2010,6.8263,6.8263,6.8263,6.8263,0.00%
5/25/2010,6.8313,6.8263,6.8313,6.8263,0.07%
5/26/2010,6.828,6.8313,6.8313,6.8245,-0.05%
5/27/2010,6.8305,6.828,6.8305,6.8245,0.04%
5/28/2010,6.8303,6.8305,6.8305,6.8303,0.00%
5/31/2010,6.8281,6.8303,6.8303,6.8281,-0.03%
6/1/2010,6.8288,6.8281,6.8288,6.8281,0.01%
6/2/2010,6.8313,6.8288,6.8313,6.8288,0.04%
6/3/2010,6.83,6.8313,6.8313,6.83,-0.02%
6/4/2010,6.8287,6.83,6.83,6.8287,-0.02%
6/7/2010,6.8306,6.8287,6.8306,6.8245,0.03%
6/8/2010,6.8295,6.8306,6.8307,6.8295,-0.02%
6/9/2010,6.8292,6.8295,6.8295,6.8245,0.00%
6/10/2010,6.8291,6.8292,6.8292,6.8291,0.00%
6/11/2010,6.8323,6.8291,6.8323,6.8291,0.05%
6/14/2010,6.8333,6.8323,6.8333,6.8323,0.01%
6/15/2010,6.8333,6.8333,6.8333,6.8333,0.00%
6/16/2010,6.8333,6.8333,6.8333,6.8333,0.00%
6/17/2010,6.8293,6.8333,6.8333,6.8293,-0.06%
6/18/2010,6.8286,6.8293,6.8293,6.8286,-0.01%
6/21/2010,6.7971,6.8286,6.8286,6.7971,-0.46%
6/22/2010,6.812,6.7971,6.812,6.7971,0.22%
6/23/2010,6.8104,6.812,6.8245,6.8104,-0.02%
6/24/2010,6.801,6.8104,6.8107,6.801,-0.14%
6/25/2010,6.7922,6.801,6.801,6.7922,-0.13%
6/28/2010,6.7941,6.7922,6.7941,6.791,0.03%
6/29/2010,6.799,6.7941,6.799,6.7941,0.07%
6/30/2010,6.782,6.799,6.799,6.782,-0.25%
7/1/2010,6.781,6.782,6.781,6.781,-0.01%
7/2/2010,6.7716,6.781,6.781,6.7716,-0.14%
7/5/2010,6.7764,6.7716,6.7764,6.7695,0.07%
7/6/2010,6.7805,6.7764,6.7805,6.7735,0.06%
7/7/2010,6.7756,6.7805,6.7756,6.778,-0.07%
7/8/2010,6.7756,6.778,6.7756,6.7756,0.00%
7/9/2010,6.7738,6.7756,6.7756,6.7728,-0.03%
7/12/2010,6.7717,6.7738,6.7738,6.7706,-0.03%
7/13/2010,6.7723,6.7717,6.7723,6.7717,0.01%
7/14/2010,6.7731,6.7723,6.7759,6.7717,0.01%
7/15/2010,6.7755,6.7731,6.7781,6.7724,0.04%
7/16/2010,6.7746,6.7755,6.7777,6.773,-0.01%
7/19/2010,6.779,6.7746,6.7824,6.7746,0.06%
7/20/2010,6.7785,6.779,6.7821,6.7752,-0.01%
7/21/2010,6.7785,6.7785,6.7796,6.7752,0.00%
7/22/2010,6.7781,6.7785,6.7832,6.777,-0.01%
7/23/2010,6.7795,6.7781,6.7804,6.776,0.02%
7/26/2010,6.7796,6.7795,6.7815,6.7778,0.00%
7/27/2010,6.7776,6.7796,6.7807,6.7739,-0.03%
7/28/2010,6.7782,6.777,6.7812,6.7755,0.01%
7/29/2010,6.7763,6.7765,6.7799,6.7732,-0.03%
7/30/2010,6.7752,6.777,6.777,6.7732,-0.02%
8/2/2010,6.7743,6.7752,6.7752,6.7726,-0.01%
8/3/2010,6.7737,6.7743,6.7752,6.7718,-0.01%
8/4/2010,6.773,6.7737,6.774,6.771,-0.01%
8/5/2010,6.7715,6.773,6.7766,6.771,-0.02%
8/6/2010,6.7683,6.7715,6.773,6.768,-0.05%
8/9/2010,6.7655,6.7683,6.7683,6.7655,-0.04%
8/10/2010,6.773,6.7655,6.773,6.7655,0.11%
8/11/2010,6.7737,6.773,6.7737,6.773,0.01%
8/12/2010,6.7848,6.7737,6.7848,6.7737,0.16%
8/13/2010,6.796,6.7848,6.796,6.7848,0.17%
8/16/2010,6.8041,6.796,6.8041,6.796,0.12%
8/17/2010,6.7923,6.8041,6.8041,6.7923,-0.17%
8/18/2010,6.79,6.7923,6.7934,6.79,-0.03%
8/19/2010,6.79,6.79,6.7906,6.79,0.00%
8/20/2010,6.7908,6.79,6.7908,6.7875,0.01%
8/23/2010,6.8,6.7908,6.8,6.7908,0.14%
8/24/2010,6.7969,6.8,6.8001,6.7969,-0.05%
8/25/2010,6.7995,6.7969,6.7995,6.7969,0.04%
8/26/2010,6.8002,6.7995,6.8002,6.7995,0.01%
8/27/2010,6.798,6.8002,6.8002,6.798,-0.03%
8/30/2010,6.8033,6.798,6.8033,6.798,0.08%
8/31/2010,6.8088,6.8033,6.8088,6.8033,0.08%
9/1/2010,6.8109,6.8088,6.8109,6.8088,0.03%
9/2/2010,6.806,6.8109,6.811,6.806,-0.07%
9/3/2010,6.8033,6.806,6.8067,6.8033,-0.04%
9/6/2010,6.787,6.8033,6.8033,6.787,-0.24%
9/7/2010,6.7911,6.787,6.7911,6.787,0.06%
9/8/2010,6.7967,6.7911,6.7967,6.7911,0.08%
9/9/2010,6.7828,6.7967,6.7967,6.7828,-0.20%
9/10/2010,6.7706,6.7828,6.7828,6.7706,-0.18%
9/13/2010,6.7597,6.7706,6.7706,6.7597,-0.16%
9/14/2010,6.746,6.7597,6.7597,6.746,-0.20%
9/15/2010,6.7395,6.746,6.746,6.7395,-0.10%
9/16/2010,6.7245,6.7395,6.7395,6.7245,-0.22%
9/17/2010,6.7269,6.7245,6.7269,6.7235,0.04%
9/20/2010,6.7138,6.7269,6.7269,6.7138,-0.19%
9/21/2010,6.7067,6.7138,6.7138,6.7067,-0.11%
9/22/2010,6.704,6.7067,6.7067,6.704,-0.04%
9/23/2010,6.704,6.704,6.704,6.704,0.00%
9/24/2010,6.704,6.704,6.704,6.704,0.00%
9/27/2010,6.6923,6.704,6.704,6.6923,-0.17%
9/28/2010,6.6909,6.6923,6.6932,6.6909,-0.02%
9/29/2010,6.6884,6.6909,6.6909,6.6884,-0.04%
9/30/2010,6.6931,6.6884,6.6931,6.687,0.07%
10/1/2010,6.69,6.6931,6.6931,6.69,-0.05%
10/4/2010,6.69,6.69,6.69,6.69,0.00%
10/5/2010,6.69,6.69,6.69,6.69,0.00%
10/6/2010,6.6918,6.69,6.6918,6.69,0.03%
10/7/2010,6.69,6.6918,6.6918,6.69,-0.03%
10/8/2010,6.672,6.69,6.69,6.672,-0.27%
10/11/2010,6.669,6.672,6.672,6.669,-0.04%
10/12/2010,6.6745,6.669,6.6745,6.669,0.08%
10/13/2010,6.666,6.6745,6.6745,6.666,-0.13%
10/14/2010,6.6534,6.666,6.666,6.6534,-0.19%
10/15/2010,6.641,6.6534,6.6534,6.641,-0.19%
10/18/2010,6.6442,6.641,6.6442,6.641,0.05%
10/19/2010,6.6446,6.6442,6.6446,6.6442,0.01%
10/20/2010,6.6505,6.6446,6.6505,6.6446,0.09%
10/21/2010,6.6488,6.6505,6.6505,6.6488,-0.03%
10/22/2010,6.659,6.6488,6.659,6.6488,0.15%
10/25/2010,6.6582,6.659,6.659,6.6582,-0.01%
10/26/2010,6.6615,6.6582,6.6615,6.6582,0.05%
10/27/2010,6.6794,6.6615,6.6794,6.6615,0.27%
10/28/2010,6.6865,6.6794,6.6865,6.6794,0.11%
10/29/2010,6.6707,6.6865,6.6865,6.6707,-0.24%
11/1/2010,6.6929,6.6707,6.6929,6.6707,0.33%
11/2/2010,6.6786,6.6929,6.6929,6.6786,-0.21%
11/3/2010,6.6752,6.6786,6.6786,6.6752,-0.05%
11/4/2010,6.6623,6.6752,6.678,6.6623,-0.19%
11/5/2010,6.6558,6.6623,6.6625,6.6558,-0.10%
11/8/2010,6.6812,6.6558,6.6812,6.6558,0.38%
11/9/2010,6.6435,6.6812,6.6836,6.6435,-0.56%
11/10/2010,6.6345,6.6435,6.6435,6.6345,-0.14%
11/11/2010,6.625,6.6345,6.6345,6.625,-0.14%
11/12/2010,6.6382,6.625,6.6382,6.625,0.20%
11/15/2010,6.6431,6.6382,6.6431,6.6382,0.07%
11/16/2010,6.6395,6.6431,6.6466,6.6395,-0.05%
11/17/2010,6.6433,6.6395,6.645,6.6395,0.06%
11/18/2010,6.6334,6.6433,6.6433,6.6334,-0.15%
11/19/2010,6.638,6.6334,6.638,6.6334,0.07%
11/22/2010,6.6423,6.638,6.6423,6.638,0.06%
11/23/2010,6.6443,6.6423,6.6443,6.6423,0.03%
11/24/2010,6.654,6.6443,6.654,6.6443,0.15%
11/25/2010,6.6495,6.654,6.654,6.6495,-0.07%
11/26/2010,6.668,6.6495,6.668,6.6495,0.28%
11/29/2010,6.6605,6.668,6.6698,6.6605,-0.11%
11/30/2010,6.6671,6.6605,6.6671,6.6605,0.10%
12/1/2010,6.6632,6.6671,6.6671,6.6632,-0.06%
12/2/2010,6.6613,6.6632,6.6635,6.6613,-0.03%
12/3/2010,6.6633,6.6613,6.6633,6.659,0.03%
12/6/2010,6.648,6.6633,6.6633,6.648,-0.23%
12/7/2010,6.6457,6.648,6.648,6.6457,-0.03%
12/8/2010,6.6613,6.6457,6.6613,6.6457,0.23%
12/9/2010,6.655,6.6613,6.6613,6.655,-0.09%
12/10/2010,6.6573,6.655,6.6573,6.6536,0.03%
12/13/2010,6.6664,6.6573,6.6664,6.6573,0.14%
12/14/2010,6.655,6.6664,6.6664,6.655,-0.17%
12/15/2010,6.655,6.655,6.6581,6.655,0.00%
12/16/2010,6.666,6.655,6.666,6.655,0.17%
12/17/2010,6.656,6.666,6.666,6.656,-0.15%
12/20/2010,6.6748,6.656,6.6748,6.656,0.28%
12/21/2010,6.6585,6.6748,6.6748,6.6585,-0.24%
12/22/2010,6.646,6.6585,6.6585,6.646,-0.19%
12/23/2010,6.6475,6.646,6.6475,6.6442,0.02%
12/24/2010,6.6475,6.6475,6.6475,6.6475,0.00%
12/27/2010,6.6324,6.6475,6.6475,6.6324,-0.23%
12/28/2010,6.626,6.6324,6.6324,6.626,-0.10%
12/29/2010,6.6224,6.626,6.626,6.6224,-0.05%
12/30/2010,6.6016,6.6224,6.6224,6.6016,-0.31%
12/31/2010,6.6016,6.6016,6.6016,6.6016,0.00%
1/3/2011,6.59,6.6016,6.6016,6.59,-0.18%
1/4/2011,6.607,6.59,6.607,6.59,0.26%
1/5/2011,6.5875,6.607,6.618,6.5875,-0.30%
1/6/2011,6.6265,6.5875,6.6265,6.5875,0.59%
1/7/2011,6.6275,6.6265,6.6275,6.6265,0.02%
1/10/2011,6.636,6.6275,6.636,6.6275,0.13%
1/11/2011,6.62,6.636,6.636,6.62,-0.24%
1/12/2011,6.6042,6.62,6.62,6.6042,-0.24%
1/13/2011,6.6057,6.6042,6.6057,6.6015,0.02%
1/14/2011,6.5892,6.6057,6.6057,6.5892,-0.25%
1/17/2011,6.5933,6.5892,6.5933,6.5892,0.06%
1/18/2011,6.5846,6.5933,6.5933,6.5846,-0.13%
1/19/2011,6.5827,6.5846,6.5846,6.5827,-0.03%
1/20/2011,6.5866,6.5827,6.5866,6.5827,0.06%
1/21/2011,6.5836,6.5866,6.5866,6.5836,-0.05%
1/24/2011,6.5824,6.5836,6.5836,6.5824,-0.02%
1/25/2011,6.5826,6.5824,6.5826,6.582,0.00%
1/26/2011,6.582,6.5826,6.5834,6.582,-0.01%
1/27/2011,6.5819,6.582,6.582,6.5819,0.00%
1/28/2011,6.5825,6.5819,6.5825,6.5819,0.01%
1/31/2011,6.6048,6.5825,6.6048,6.5825,0.34%
2/1/2011,6.5948,6.6048,6.6048,6.5948,-0.15%
2/2/2011,6.5585,6.5948,6.5948,6.5585,-0.55%
2/3/2011,6.5585,6.5585,6.5585,6.5585,0.00%
2/4/2011,6.5585,6.5585,6.5585,6.5585,0.00%
2/7/2011,6.5626,6.5585,6.5626,6.5585,0.06%
